"",ps,smoothed.percent.open,celltype,gene,peak,avg.open
"815",0.141414141414141,9.88460845331799,beta,RFX1,19:14116444-14118003,9.27068859961603
"816",0.151515151515152,9.6569420263841,beta,RFX1,19:14116444-14118003,9.27068859961603
"817",0.161616161616162,9.43956248467565,beta,RFX1,19:14116444-14118003,9.27068859961603
"818",0.171717171717172,9.23289527467726,beta,RFX1,19:14116444-14118003,9.27068859961603
"819",0.181818181818182,9.03732373301148,beta,RFX1,19:14116444-14118003,9.27068859961603
"820",0.191919191919192,8.85319637769597,beta,RFX1,19:14116444-14118003,9.27068859961603
"821",0.202020202020202,8.68083424445299,beta,RFX1,19:14116444-14118003,9.27068859961603
"822",0.212121212121212,8.52053826047337,beta,RFX1,19:14116444-14118003,9.27068859961603
"823",0.222222222222222,8.36378714880261,beta,RFX1,19:14116444-14118003,9.27068859961603
"824",0.232323232323232,8.20346830909321,beta,RFX1,19:14116444-14118003,9.27068859961603
"825",0.242424242424242,8.04187943039826,beta,RFX1,19:14116444-14118003,9.27068859961603
"826",0.252525252525253,7.88117338197258,beta,RFX1,19:14116444-14118003,9.27068859961603
"827",0.262626262626263,7.72335761289028,beta,RFX1,19:14116444-14118003,9.27068859961603
"828",0.272727272727273,7.57029833669022,beta,RFX1,19:14116444-14118003,9.27068859961603
"829",0.282828282828283,7.42372894004507,beta,RFX1,19:14116444-14118003,9.27068859961603
"830",0.292929292929293,7.28526209333465,beta,RFX1,19:14116444-14118003,9.27068859961603
"831",0.303030303030303,7.15640510341391,beta,RFX1,19:14116444-14118003,9.27068859961603
"832",0.313131313131313,7.03857813062346,beta,RFX1,19:14116444-14118003,9.27068859961603
"833",0.323232323232323,6.93313498987431,beta,RFX1,19:14116444-14118003,9.27068859961603
"834",0.333333333333333,6.84138636716304,beta,RFX1,19:14116444-14118003,9.27068859961603
"835",0.343434343434343,6.76462540704309,beta,RFX1,19:14116444-14118003,9.27068859961603
"836",0.353535353535354,6.70415576362073,beta,RFX1,19:14116444-14118003,9.27068859961603
"837",0.363636363636364,6.661322359254,beta,RFX1,19:14116444-14118003,9.27068859961603
"838",0.373737373737374,6.63754526464842,beta,RFX1,19:14116444-14118003,9.27068859961603
"839",0.383838383838384,6.63689271759915,beta,RFX1,19:14116444-14118003,9.27068859961603
"840",0.393939393939394,6.66010651674363,beta,RFX1,19:14116444-14118003,9.27068859961603
"841",0.404040404040404,6.70383216616659,beta,RFX1,19:14116444-14118003,9.27068859961603
"842",0.414141414141414,6.76481942808774,beta,RFX1,19:14116444-14118003,9.27068859961603
"843",0.424242424242424,6.83983840042115,beta,RFX1,19:14116444-14118003,9.27068859961603
"844",0.434343434343434,6.92561044112939,beta,RFX1,19:14116444-14118003,9.27068859961603
"845",0.444444444444444,7.01875331268578,beta,RFX1,19:14116444-14118003,9.27068859961603
"846",0.454545454545455,7.11574069565396,beta,RFX1,19:14116444-14118003,9.27068859961603
"847",0.464646464646465,7.21287681651354,beta,RFX1,19:14116444-14118003,9.27068859961603
"848",0.474747474747475,7.30628734954277,beta,RFX1,19:14116444-14118003,9.27068859961603
"849",0.484848484848485,7.39192797145054,beta,RFX1,19:14116444-14118003,9.27068859961603
"850",0.494949494949495,7.49473673749469,beta,RFX1,19:14116444-14118003,9.27068859961603
"851",0.505050505050505,7.63726609730437,beta,RFX1,19:14116444-14118003,9.27068859961603
"852",0.515151515151515,7.81173489891386,beta,RFX1,19:14116444-14118003,9.27068859961603
"853",0.525252525252525,8.01002182560699,beta,RFX1,19:14116444-14118003,9.27068859961603
"854",0.535353535353535,8.22338014593683,beta,RFX1,19:14116444-14118003,9.27068859961603
"855",0.545454545454546,8.44223421110168,beta,RFX1,19:14116444-14118003,9.27068859961603
"856",0.555555555555556,8.6560692588326,beta,RFX1,19:14116444-14118003,9.27068859961603
"857",0.565656565656566,8.85343072505622,beta,RFX1,19:14116444-14118003,9.27068859961603
"858",0.575757575757576,9.02205089978791,beta,RFX1,19:14116444-14118003,9.27068859961603
"859",0.585858585858586,9.14911866627136,beta,RFX1,19:14116444-14118003,9.27068859961603
"860",0.595959595959596,9.24734531873832,beta,RFX1,19:14116444-14118003,9.27068859961603
"861",0.606060606060606,9.33841948083942,beta,RFX1,19:14116444-14118003,9.27068859961603
"862",0.616161616161616,9.42285654172112,beta,RFX1,19:14116444-14118003,9.27068859961603
"863",0.626262626262626,9.50120891234963,beta,RFX1,19:14116444-14118003,9.27068859961603
"864",0.636363636363637,9.57406217096218,beta,RFX1,19:14116444-14118003,9.27068859961603
"865",0.646464646464647,9.64203146590912,beta,RFX1,19:14116444-14118003,9.27068859961603
"866",0.656565656565657,9.70575822381636,beta,RFX1,19:14116444-14118003,9.27068859961603
"867",0.666666666666667,9.76590720509815,beta,RFX1,19:14116444-14118003,9.27068859961603
"868",0.676767676767677,9.82316394335906,beta,RFX1,19:14116444-14118003,9.27068859961603
"869",0.686868686868687,9.8782326002692,beta,RFX1,19:14116444-14118003,9.27068859961603
"870",0.696969696969697,9.93183426318485,beta,RFX1,19:14116444-14118003,9.27068859961603
"871",0.707070707070707,9.98226907978507,beta,RFX1,19:14116444-14118003,9.27068859961603
"872",0.717171717171717,10.0274471242909,beta,RFX1,19:14116444-14118003,9.27068859961603
"873",0.727272727272727,10.067524690878,beta,RFX1,19:14116444-14118003,9.27068859961603
"874",0.737373737373738,10.1026685822356,beta,RFX1,19:14116444-14118003,9.27068859961603
"875",0.747474747474748,10.1330552284221,beta,RFX1,19:14116444-14118003,9.27068859961603
"876",0.757575757575758,10.1588698152475,beta,RFX1,19:14116444-14118003,9.27068859961603
"877",0.767676767676768,10.1803054273381,beta,RFX1,19:14116444-14118003,9.27068859961603
"878",0.777777777777778,10.1975622106407,beta,RFX1,19:14116444-14118003,9.27068859961603
"879",0.787878787878788,10.2108465587217,beta,RFX1,19:14116444-14118003,9.27068859961603
"880",0.797979797979798,10.2203703268127,beta,RFX1,19:14116444-14118003,9.27068859961603
"881",0.808080808080808,10.2263500771447,beta,RFX1,19:14116444-14118003,9.27068859961603
"882",0.818181818181818,10.2290063587192,beta,RFX1,19:14116444-14118003,9.27068859961603
"883",0.828282828282828,10.228563024272,beta,RFX1,19:14116444-14118003,9.27068859961603
"884",0.838383838383838,10.2252465868085,beta,RFX1,19:14116444-14118003,9.27068859961603
"885",0.848484848484848,10.2192856177288,beta,RFX1,19:14116444-14118003,9.27068859961603
"886",0.858585858585859,10.2109101882178,beta,RFX1,19:14116444-14118003,9.27068859961603
"887",0.868686868686869,10.200351355251,beta,RFX1,19:14116444-14118003,9.27068859961603
"888",0.878787878787879,10.1878406932668,beta,RFX1,19:14116444-14118003,9.27068859961603
"889",0.888888888888889,10.173042003991,beta,RFX1,19:14116444-14118003,9.27068859961603
"890",0.898989898989899,10.1554330985814,beta,RFX1,19:14116444-14118003,9.27068859961603
"891",0.909090909090909,10.1349685626646,beta,RFX1,19:14116444-14118003,9.27068859961603
"892",0.919191919191919,10.1116055765307,beta,RFX1,19:14116444-14118003,9.27068859961603
"893",0.929292929292929,10.0853040461019,beta,RFX1,19:14116444-14118003,9.27068859961603
"894",0.939393939393939,10.0560267322307,beta,RFX1,19:14116444-14118003,9.27068859961603
"895",0.94949494949495,10.0237393779039,beta,RFX1,19:14116444-14118003,9.27068859961603
"896",0.95959595959596,9.98841083292026,beta,RFX1,19:14116444-14118003,9.27068859961603
"897",0.96969696969697,9.95001317559994,beta,RFX1,19:14116444-14118003,9.27068859961603
"898",0.97979797979798,9.9085218310781,beta,RFX1,19:14116444-14118003,9.27068859961603
"899",0.98989898989899,9.86391568573043,beta,RFX1,19:14116444-14118003,9.27068859961603
"900",1,9.8161771972738,beta,RFX1,19:14116444-14118003,9.27068859961603
"901",0,15.9008990032005,beta,RFX2,19:6110356-6111108,8.605158605768
"902",0.0101010101010101,15.2292110721085,beta,RFX2,19:6110356-6111108,8.605158605768
"903",0.0202020202020202,14.5983202291279,beta,RFX2,19:6110356-6111108,8.605158605768
"904",0.0303030303030303,14.0047016172553,beta,RFX2,19:6110356-6111108,8.605158605768
"905",0.0404040404040404,13.4451577703627,beta,RFX2,19:6110356-6111108,8.605158605768
"906",0.0505050505050505,12.916784329523,beta,RFX2,19:6110356-6111108,8.605158605768
"907",0.0606060606060606,12.416939834796,beta,RFX2,19:6110356-6111108,8.605158605768
"908",0.0707070707070707,11.9432190794744,beta,RFX2,19:6110356-6111108,8.605158605768
"909",0.0808080808080808,11.4934295830158,beta,RFX2,19:6110356-6111108,8.605158605768
"910",0.0909090909090909,11.0655707980531,beta,RFX2,19:6110356-6111108,8.605158605768
"911",0.101010101010101,10.657815717511,beta,RFX2,19:6110356-6111108,8.605158605768
"912",0.111111111111111,10.2684945912441,beta,RFX2,19:6110356-6111108,8.605158605768
"913",0.121212121212121,9.89618535193818,beta,RFX2,19:6110356-6111108,8.605158605768
"914",0.131313131313131,9.54067914893023,beta,RFX2,19:6110356-6111108,8.605158605768
"915",0.141414141414141,9.20216440076718,beta,RFX2,19:6110356-6111108,8.605158605768
"916",0.151515151515152,8.88074600815993,beta,RFX2,19:6110356-6111108,8.605158605768
